,group,numbers
1509,"('pH', 'PaCO2', 'Glucose', 'Magnesium', 'Potassium')",6
1510,"('BaseExcess', 'pH', 'PaCO2', 'SaO2', 'Chloride', 'Glucose', 'Magnesium', 'Potassium')",6
1511,"('BaseExcess', 'FiO2', 'pH', 'PaCO2', 'SaO2', 'Glucose', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Platelets')",6
1512,"('HCO3', 'FiO2', 'AST', 'BUN', 'Alkalinephos', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",6
1513,"('pH', 'Hgb')",6
1514,"('HCO3', 'BUN', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",6
1515,"('HCO3', 'FiO2', 'AST', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",6
1516,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'BUN', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium')",6
1517,"('HCO3', 'BUN', 'Chloride', 'Glucose', 'Potassium', 'Hct', 'Hgb', 'WBC')",6
1518,"('BaseExcess', 'pH', 'PaCO2', 'Glucose', 'Potassium', 'Hct', 'Platelets')",6
1519,"('FiO2', 'BUN', 'Creatinine', 'Magnesium', 'Potassium')",6
1520,"('BaseExcess', 'FiO2', 'pH', 'Chloride', 'Potassium', 'Hct')",6
1521,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'Glucose', 'Hct', 'Hgb', 'PTT', 'Platelets')",6
1522,"('BaseExcess', 'pH', 'PaCO2', 'SaO2', 'Chloride', 'Glucose', 'Potassium')",6
1523,"('HCO3', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'PTT', 'Fibrinogen', 'Platelets')",6
1524,"('BUN', 'Creatinine', 'Glucose', 'Magnesium', 'Potassium', 'Hct')",6
1525,"('BaseExcess', 'FiO2', 'pH', 'SaO2', 'Lactate', 'Hct', 'Hgb', 'WBC', 'Fibrinogen')",6
1526,"('pH', 'BUN', 'Creatinine', 'Glucose', 'Hct', 'Hgb')",6
1527,"('pH', 'PaCO2', 'SaO2', 'Glucose', 'Magnesium', 'Potassium', 'Hct', 'PTT', 'Platelets')",6
1528,"('FiO2', 'pH', 'SaO2', 'Glucose', 'Potassium', 'Hct', 'Hgb')",6
1529,"('BaseExcess', 'FiO2', 'pH', 'PaCO2', 'Lactate', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",6
1530,"('BUN', 'Calcium', 'Creatinine', 'Magnesium', 'Phosphate', 'Potassium')",6
1531,"('HCO3', 'pH', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Platelets')",6
1532,"('pH', 'PaCO2', 'Potassium', 'Hct')",6
1533,"('HCO3', 'FiO2', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",6
1534,"('BaseExcess', 'pH', 'SaO2', 'Magnesium', 'Potassium', 'Hct', 'Hgb')",6
1535,"('BaseExcess', 'HCO3', 'pH', 'PaCO2', 'AST', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",6
1536,"('Bilirubin_direct',)",6
1537,"('pH', 'SaO2', 'Glucose', 'Lactate', 'Potassium')",6
1538,"('HCO3', 'FiO2', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'WBC', 'Platelets')",6
1539,"('pH', 'PaCO2', 'Lactate', 'Potassium')",6
1540,"('HCO3', 'BUN', 'Chloride', 'Glucose', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",6
1541,"('HCO3', 'BUN', 'Calcium', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium')",6
1542,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'BUN', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",6
1543,"('Glucose', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",6
1544,"('AST', 'Alkalinephos', 'Potassium', 'Bilirubin_total', 'Hct')",6
1545,"('Bilirubin_total', 'Hct', 'Hgb', 'WBC', 'Platelets')",6
1546,"('HCO3', 'AST', 'BUN', 'Alkalinephos', 'Chloride', 'Lactate', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Fibrinogen')",6
1547,"('BaseExcess', 'HCO3', 'pH', 'PaCO2', 'BUN', 'Chloride', 'Lactate', 'Magnesium', 'Potassium', 'Hct')",6
1548,"('Glucose', 'Hct', 'PTT', 'Fibrinogen', 'Platelets')",6
1549,"('HCO3', 'FiO2', 'pH', 'PaCO2', 'BUN', 'Chloride', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'WBC')",6
1550,"('HCO3', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",6
1551,"('Calcium', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",6
1552,"('pH', 'BUN', 'Chloride', 'Creatinine', 'Magnesium', 'Potassium', 'Hct')",6
1553,"('BaseExcess', 'HCO3', 'pH', 'PaCO2', 'AST', 'BUN', 'Alkalinephos', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'WBC', 'Platelets')",6
1554,"('BaseExcess', 'FiO2', 'pH', 'PaCO2', 'Glucose', 'Lactate', 'Hct', 'PTT')",6
1555,"('HCO3', 'SaO2', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",6
1556,"('BaseExcess', 'pH', 'SaO2', 'Lactate', 'Magnesium', 'Hct')",6
1557,"('Creatinine', 'Magnesium', 'Potassium', 'Hct')",6
1558,"('BaseExcess', 'pH', 'PaCO2', 'SaO2', 'Glucose', 'Lactate', 'Magnesium', 'Hct', 'Hgb', 'WBC', 'Platelets')",6
1559,"('HCO3', 'FiO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'PTT')",6
1560,"('HCO3', 'AST', 'BUN', 'Alkalinephos', 'Chloride', 'Creatinine', 'Bilirubin_direct', 'Glucose', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'WBC', 'Platelets')",6
1561,"('HCO3', 'Calcium', 'Chloride', 'Glucose', 'Magnesium', 'Potassium')",6
1562,"('BaseExcess', 'FiO2', 'pH', 'PaCO2', 'Magnesium')",6
1563,"('BaseExcess', 'pH', 'PaCO2', 'Hct', 'Platelets')",6
1564,"('BUN', 'Creatinine', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",6
1565,"('pH', 'PaCO2', 'SaO2', 'Lactate', 'Hct')",6
1566,"('BaseExcess', 'FiO2', 'pH', 'PaCO2', 'SaO2', 'Glucose', 'Lactate', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",6
1567,"('BaseExcess', 'HCO3', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",6
1568,"('BaseExcess', 'pH', 'PaCO2', 'Glucose', 'Magnesium', 'Hct', 'PTT', 'Platelets')",6
1569,"('BaseExcess', 'pH', 'Magnesium', 'Potassium')",6
1570,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'BUN', 'Chloride', 'Glucose', 'Lactate', 'Hct', 'Hgb', 'WBC')",6
1571,"('pH', 'SaO2', 'Lactate', 'Hct')",6
1572,"('HCO3', 'FiO2', 'BUN', 'Chloride', 'Hct', 'Hgb', 'WBC')",6
1573,"('BaseExcess', 'FiO2', 'pH', 'Potassium')",6
1574,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'PTT')",6
1575,"('BaseExcess', 'pH', 'SaO2', 'Chloride', 'Magnesium', 'Potassium')",6
1576,"('Hct', 'Hgb', 'PTT', 'WBC')",6
1577,"('HCO3', 'pH', 'BUN', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Hct', 'Hgb', 'WBC', 'Platelets')",6
1578,"('FiO2', 'pH', 'SaO2', 'Potassium')",6
1579,"('BaseExcess', 'HCO3', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'Hgb')",6
1580,"('BaseExcess', 'pH', 'SaO2', 'Lactate', 'Magnesium', 'Potassium', 'Hct')",6
1581,"('HCO3', 'pH', 'PaCO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",6
1582,"('HCO3', 'pH', 'PaCO2', 'BUN', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",6
1583,"('pH', 'Glucose', 'PTT')",6
1584,"('HCO3', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'TroponinI', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",6
1585,"('HCO3', 'SaO2', 'BUN', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Potassium', 'Hct', 'Hgb')",6
1586,"('Glucose', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",6
1587,"('FiO2', 'pH', 'Potassium', 'Hct')",6
1588,"('SaO2', 'Glucose', 'Hct', 'Hgb', 'WBC', 'Platelets')",6
1589,"('HCO3', 'pH', 'Glucose', 'Potassium')",6
1590,"('BaseExcess', 'FiO2', 'pH', 'PaCO2', 'Glucose', 'Lactate', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",6
1591,"('HCO3', 'FiO2', 'pH', 'AST', 'BUN', 'Alkalinephos', 'Chloride', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'WBC')",6
1592,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'SaO2', 'BUN', 'Chloride', 'Magnesium', 'Potassium')",6
1593,"('HCO3', 'Calcium', 'Chloride', 'Magnesium', 'Phosphate', 'Potassium', 'Hct')",6
1594,"('BaseExcess', 'HCO3', 'pH', 'BUN', 'Chloride', 'Creatinine', 'Lactate', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",6
1595,"('HCO3', 'FiO2', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'TroponinI', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",6
1596,"('HCO3', 'pH', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Hct')",6
1597,"('HCO3', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Magnesium', 'Phosphate', 'Potassium', 'Hct')",6
1598,"('Magnesium', 'Hct', 'PTT', 'Fibrinogen', 'Platelets')",6
1599,"('pH', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",6
1600,"('BaseExcess', 'HCO3', 'pH', 'PaCO2', 'AST', 'BUN', 'Alkalinephos', 'Chloride', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Fibrinogen')",6
1601,"('BaseExcess', 'HCO3', 'pH', 'PaCO2', 'AST', 'BUN', 'Alkalinephos', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",6
1602,"('Calcium', 'Magnesium', 'Phosphate', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",6
1603,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'BUN', 'Chloride', 'Lactate', 'Magnesium', 'Potassium', 'Hct')",6
1604,"('BUN', 'Creatinine', 'Potassium', 'Hct', 'PTT', 'Platelets')",6
1605,"('HCO3', 'AST', 'BUN', 'Alkalinephos', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",6
1606,"('BaseExcess', 'pH', 'PaCO2', 'SaO2', 'AST', 'Alkalinephos', 'Glucose', 'Lactate', 'Bilirubin_total')",6
1607,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'AST', 'BUN', 'Alkalinephos', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",6
1608,"('HCO3', 'BUN', 'Chloride', 'Lactate', 'Potassium', 'Hct', 'Hgb', 'WBC')",6
1609,"('FiO2', 'pH', 'SaO2', 'Glucose', 'Lactate')",6
1610,"('HCO3', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'Hgb')",6
1611,"('BaseExcess', 'FiO2', 'pH', 'PaCO2', 'SaO2', 'Glucose', 'Lactate', 'Magnesium', 'Potassium', 'Hct')",6
1612,"('HCO3', 'pH', 'BUN', 'Chloride', 'Lactate', 'Potassium', 'Hct', 'Hgb', 'WBC')",6
1613,"('BaseExcess', 'FiO2', 'pH', 'PaCO2', 'Glucose', 'Potassium', 'Hct', 'Platelets')",6
1614,"('BaseExcess', 'HCO3', 'pH', 'SaO2', 'BUN', 'Chloride', 'Lactate', 'Magnesium', 'Potassium', 'Hct')",6
1615,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Chloride', 'Creatinine', 'Glucose', 'Potassium', 'Hct', 'Hgb', 'PTT', 'Platelets')",6
1616,"('BaseExcess', 'pH', 'PaCO2', 'SaO2', 'Glucose', 'Lactate', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",6
1617,"('FiO2', 'Hct', 'Hgb', 'WBC', 'Fibrinogen')",6
1618,"('FiO2', 'pH', 'PaCO2', 'Potassium', 'Hct')",6
1619,"('HCO3', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",6
1620,"('BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Hct')",6
1621,"('HCO3', 'FiO2', 'pH', 'PaCO2', 'BUN', 'Chloride', 'Creatinine', 'Glucose', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",6
1622,"('BaseExcess', 'FiO2', 'pH', 'PaCO2', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",6
1623,"('BaseExcess', 'FiO2', 'pH', 'PaCO2', 'Chloride', 'Potassium')",6
1624,"('BaseExcess', 'FiO2', 'pH', 'Lactate', 'Hgb')",6
1625,"('BUN', 'Creatinine', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",6
1626,"('HCO3', 'BUN', 'Chloride', 'Creatinine', 'Hct', 'Hgb', 'WBC', 'Platelets')",6
1627,"('Glucose', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",6
1628,"('BaseExcess', 'HCO3', 'pH', 'SaO2', 'BUN', 'Chloride', 'Magnesium', 'Hct', 'Hgb', 'WBC')",6
1629,"('HCO3', 'Glucose', 'Potassium')",6
1630,"('BaseExcess', 'pH', 'PaCO2', 'SaO2', 'Glucose', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",6
1631,"('pH', 'Glucose', 'Magnesium', 'Potassium', 'PTT')",5
1632,"('HCO3', 'FiO2', 'BUN', 'Chloride', 'Creatinine', 'Magnesium', 'Hct', 'PTT', 'Platelets')",5
1633,"('BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium')",5
1634,"('HCO3', 'Chloride', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'WBC')",5
1635,"('HCO3', 'BUN', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'PTT')",5
1636,"('HCO3', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Chloride', 'Creatinine', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'WBC', 'Platelets')",5
1637,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",5
1638,"('HCO3', 'AST', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Bilirubin_direct', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",5
1639,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'BUN', 'Chloride', 'Lactate', 'Potassium', 'Hct', 'Hgb', 'WBC')",5
1640,"('pH', 'PaCO2', 'PTT')",5
1641,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'Glucose', 'Potassium', 'Hgb')",5
1642,"('BaseExcess', 'FiO2', 'pH', 'PaCO2', 'SaO2', 'Glucose', 'Lactate', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Platelets')",5
1643,"('BaseExcess', 'FiO2', 'pH', 'PaCO2', 'Potassium', 'PTT')",5
1644,"('BaseExcess', 'HCO3', 'pH', 'AST', 'BUN', 'Alkalinephos', 'Chloride', 'Lactate', 'Magnesium', 'Potassium')",5
1645,"('BUN', 'Creatinine', 'Magnesium', 'Potassium', 'PTT')",5
1646,"('FiO2', 'pH', 'SaO2', 'Glucose', 'Magnesium', 'Potassium')",5
1647,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'Potassium', 'Hct')",5
1648,"('BaseExcess', 'pH', 'PaCO2', 'SaO2', 'Lactate', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",5
1649,"('BaseExcess', 'pH', 'Magnesium')",5
1650,"('pH', 'PaCO2', 'SaO2', 'Glucose', 'Hct', 'Hgb', 'WBC', 'Platelets')",5
1651,"('FiO2', 'pH', 'PaCO2', 'Magnesium', 'Potassium')",5
1652,"('BaseExcess', 'HCO3', 'pH', 'SaO2', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",5
1653,"('SaO2', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'PTT')",5
1654,"('BaseExcess', 'pH', 'PaCO2', 'SaO2', 'Magnesium', 'Hct')",5
1655,"('BaseExcess', 'HCO3', 'pH', 'SaO2', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Platelets')",5
1656,"('pH', 'Lactate', 'Potassium')",5
1657,"('HCO3', 'FiO2', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",5
1658,"('HCO3', 'BUN', 'Chloride', 'Creatinine', 'Phosphate', 'Potassium')",5
1659,"('AST', 'Alkalinephos', 'Potassium', 'Bilirubin_total', 'PTT')",5
1660,"('FiO2', 'Chloride', 'Potassium', 'PTT')",5
1661,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",5
1662,"('HCO3', 'AST', 'BUN', 'Alkalinephos', 'Chloride', 'Creatinine', 'Bilirubin_direct', 'Glucose', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",5
1663,"('pH', 'PaCO2', 'Hct', 'Hgb', 'WBC', 'Platelets')",5
1664,"('BaseExcess', 'HCO3', 'pH', 'PaCO2', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",5
1665,"('BaseExcess', 'FiO2', 'pH', 'PaCO2', 'SaO2', 'Magnesium', 'Hct')",5
1666,"('Potassium', 'TroponinI', 'Hct')",5
1667,"('BaseExcess', 'HCO3', 'pH', 'BUN', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Platelets')",5
1668,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'AST', 'BUN', 'Alkalinephos', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",5
1669,"('BaseExcess', 'FiO2', 'pH', 'PaCO2', 'Magnesium', 'Phosphate', 'Potassium')",5
1670,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'AST', 'BUN', 'Alkalinephos', 'Chloride', 'Bilirubin_direct', 'Lactate', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Fibrinogen')",5
1671,"('HCO3', 'FiO2', 'pH', 'PaCO2', 'BUN', 'Chloride', 'Lactate', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'WBC')",5
1672,"('BaseExcess', 'pH', 'PaCO2', 'SaO2', 'Lactate', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",5
1673,"('HCO3', 'BUN', 'Alkalinephos', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Platelets')",5
1674,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Platelets')",5
1675,"('Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",5
1676,"('BaseExcess', 'FiO2', 'pH', 'Lactate', 'Magnesium', 'Hct')",5
1677,"('FiO2', 'pH', 'PaCO2', 'SaO2', 'Lactate', 'Potassium')",5
1678,"('BaseExcess', 'FiO2', 'pH', 'PaCO2', 'SaO2', 'Glucose', 'Lactate', 'PTT')",5
1679,"('pH', 'SaO2', 'Glucose', 'Lactate', 'Hct')",5
1680,"('Glucose', 'Potassium', 'Platelets')",5
1681,"('FiO2', 'Chloride')",5
1682,"('HCO3', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",5
1683,"('BaseExcess', 'HCO3', 'pH', 'PaCO2', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'WBC', 'Platelets')",5
1684,"('BaseExcess', 'FiO2', 'pH', 'PaCO2', 'SaO2', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",5
1685,"('HCO3', 'BUN', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'TroponinI', 'Hct', 'Hgb', 'WBC', 'Platelets')",5
1686,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'AST', 'BUN', 'Alkalinephos', 'Chloride', 'Creatinine', 'Glucose', 'Lactate', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'WBC', 'Platelets')",5
1687,"('HCO3', 'BUN', 'Chloride', 'Creatinine', 'Glucose', 'Potassium', 'Platelets')",5
1688,"('FiO2', 'Magnesium', 'Hct', 'PTT', 'Platelets')",5
1689,"('HCO3', 'FiO2', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'PTT', 'WBC', 'Platelets')",5
1690,"('HCO3', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total')",5
1691,"('HCO3', 'pH', 'PaCO2', 'SaO2', 'BUN', 'Chloride', 'Magnesium', 'Potassium', 'Hct', 'Hgb', 'WBC')",5
1692,"('HCO3', 'BUN', 'Calcium', 'Chloride', 'Creatinine', 'Magnesium', 'Phosphate', 'Potassium', 'Hct', 'Hgb', 'PTT', 'WBC', 'Fibrinogen', 'Platelets')",5
1693,"('BaseExcess', 'HCO3', 'FiO2', 'pH', 'PaCO2', 'AST', 'BUN', 'Alkalinephos', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",5
1694,"('Glucose', 'Lactate', 'Potassium')",5
1695,"('BaseExcess', 'FiO2', 'pH', 'PaCO2', 'Glucose', 'Lactate', 'Magnesium', 'Potassium', 'Hct')",5
1696,"('BaseExcess', 'pH', 'PaCO2', 'SaO2', 'Potassium', 'Hgb')",5
1697,"('BaseExcess', 'HCO3', 'pH', 'PaCO2', 'SaO2', 'AST', 'BUN', 'Alkalinephos', 'Chloride', 'Creatinine', 'Glucose', 'Magnesium', 'Phosphate', 'Potassium', 'Bilirubin_total', 'Hct', 'Hgb', 'PTT', 'WBC', 'Platelets')",5
1698,"('FiO2', 'Chloride', 'Glucose', 'Magnesium', 'Potassium', 'Hct')",5
